"treat","codelines","ln_codelines_1","log2_codelines","log2_codelines_1"
0,14,2.70805025100708,3.80735492706299,3.90689063072205
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,132,4.8903489112854,7.04439401626587,7.05528259277344
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,36,3.61091780662537,5.16992521286011,5.20945358276367
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,2560,7.84815311431885,11.321928024292,11.322491645813
0,150,5.01727962493896,7.22881889343262,7.23840475082397
0,8704,9.07165241241455,13.0874624252319,13.087628364563
0,0,0,NA,0
0,2624,7.87283611297607,11.357551574707,11.3581018447876
0,0,0,NA,0
0,6848,8.83185768127441,12.7414665222168,12.7416772842407
0,1375,7.22693586349487,10.4252157211304,10.4262647628784
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,8064,8.99528884887695,12.9772796630859,12.9774589538574
0,0,0,NA,0
0,3731,8.22469997406006,11.8653469085693,11.8657331466675
0,0,0,NA,0
0,3520,8.16650009155273,11.7813596725464,11.7817697525024
0,3136,8.05102252960205,11.614709854126,11.6151695251465
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,19,2.99573230743408,4.24792766571045,4.32192802429199
0,0,0,NA,0
0,1,0.6931471824646,0,1
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,489,6.1944055557251,8.93369102478027,8.93663787841797
0,0,0,NA,0
0,67,4.21950769424438,6.0660891532898,6.08746290206909
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,1876,7.53742980957031,10.8734445571899,10.874213218689
0,96,4.57471084594727,6.58496236801147,6.59991264343262
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,108,4.6913480758667,6.75488758087158,6.76818418502808
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,1268,7.1459846496582,10.3083391189575,10.3094758987427
0,921,6.82654523849487,9.8470573425293,9.84862327575684
0,1095,6.99942255020142,10.0967149734497,10.0980319976807
0,630,6.44730567932129,9.29920768737793,9.3014965057373
0,1437,7.27100849151611,10.4888439178467,10.4898481369019
0,39,3.68887948989868,5.28540229797363,5.32192802429199
0,0,0,NA,0
0,696,6.54678535461426,9.44294357299805,9.44501495361328
0,1470,7.29369783401489,10.5216007232666,10.5225811004639
0,0,0,NA,0
0,88,4.48863649368286,6.4594316482544,6.47573328018188
0,760,6.63463354110718,9.56985569000244,9.57175254821777
0,0,0,NA,0
0,0,0,NA,0
0,420,6.04263305664062,8.71424579620361,8.71767616271973
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,4272,8.36007118225098,12.0606956481934,12.0610332489014
0,110,4.70953035354614,6.78135967254639,6.79441595077515
0,6,1.94591009616852,2.58496260643005,2.80735492706299
0,992,6.9007306098938,9.95419597625732,9.95565032958984
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,104,4.65396022796631,6.70043992996216,6.71424531936646
1,241,5.48893785476685,7.91288948059082,7.91886329650879
1,7,2.0794415473938,2.80735492706299,3
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,4,1.60943794250488,2,2.32192802429199
1,0,0,NA,0
1,102,4.63472890853882,6.67242527008057,6.68650054931641
1,78,4.36944770812988,6.28540229797363,6.3037805557251
1,23,3.178053855896,4.52356195449829,4.58496236801147
1,84,4.44265127182007,6.39231729507446,6.40939092636108
1,43,3.78418970108032,5.42626476287842,5.45943164825439
1,3,1.3862943649292,1.58496248722076,2
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,41,3.7376697063446,5.35755205154419,5.39231729507446
1,0,0,NA,0
1,0,0,NA,0
1,8,2.19722461700439,3,3.16992497444153
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,139,4.94164228439331,7.11894130706787,7.12928295135498
1,209,5.34710741043091,7.70735931396484,7.71424531936646
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,114,4.74493217468262,6.83289003372192,6.84548997879028
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,41,3.7376697063446,5.35755205154419,5.39231729507446
1,37,3.63758611679077,5.20945358276367,5.24792766571045
1,233,5.45532131195068,7.86418628692627,7.87036466598511
1,0,0,NA,0
1,65,4.18965482711792,6.02236795425415,6.04439401626587
1,31,3.465735912323,4.95419645309448,5
1,85,4.45434713363647,6.40939092636108,6.42626476287842
1,0,0,NA,0
1,72,4.29045963287354,6.16992521286011,6.18982458114624
1,0,0,NA,0
1,184,5.22035598754883,7.52356195449829,7.53138160705566
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,33,3.52636051177979,5.04439401626587,5.08746290206909
1,53,3.98898410797119,5.72792053222656,5.75488758087158
1,124,4.82831382751465,6.95419645309448,6.96578407287598
1,0,0,NA,0
1,0,0,NA,0
1,32,3.49650764465332,5,5.04439401626587
1,173,5.15905523300171,7.43462800979614,7.44294357299805
1,0,0,NA,0
1,71,4.27666616439819,6.14974689483643,6.16992521286011
1,0,0,NA,0
1,0,0,NA,0
1,378,5.93753623962402,8.56224250793457,8.56605434417725
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,1089,6.99393320083618,10.0887880325317,10.0901126861572
1,88,4.48863649368286,6.4594316482544,6.47573328018188
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,76,4.34380531311035,6.24792766571045,6.26678657531738
1,312,5.74620342254639,8.28540229797363,8.29001903533936
1,29,3.40119743347168,4.85798120498657,4.90689039230347
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,1203,7.09340476989746,10.2324209213257,10.2336196899414
1,10,2.39789533615112,3.32192802429199,3.45943164825439
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,1399,7.24422740936279,10.4501800537109,10.451210975647
1,0,0,NA,0
1,72,4.29045963287354,6.16992521286011,6.18982458114624
1,9044,9.10996723175049,13.1427450180054,13.1429052352905
1,44,3.80666255950928,5.45943164825439,5.4918532371521
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,9171,9.12391090393066,13.1628637313843,13.1630210876465
1,64,4.17438745498657,6,6.02236795425415
1,28,3.36729574203491,4.80735492706299,4.85798120498657
1,0,0,NA,0
1,884,6.78558778762817,9.78790283203125,9.7895336151123
1,1,0.6931471824646,0,1
1,632,6.45047044754028,9.3037805557251,9.30606174468994
1,64,4.17438745498657,6,6.02236795425415
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,5256,8.56731605529785,12.3597497940063,12.3600244522095
1,0,0,NA,0
1,361,5.89164400100708,8.4958553314209,8.49984550476074
1,604,6.40522861480713,9.23840427398682,9.24079132080078
1,323,5.78074359893799,8.33539009094238,8.33985042572021
1,240,5.48479700088501,7.90689039230347,7.91288948059082
1,50,3.93182563781738,5.64385604858398,5.67242527008057
1,0,0,NA,0
1,0,0,NA,0
1,1353,7.21081829071045,10.4019460678101,10.4030122756958
1,1558,7.35179996490479,10.6054792404175,10.6064052581787
1,65,4.18965482711792,6.02236795425415,6.04439401626587
1,1014,6.92264366149902,9.98584175109863,9.9872636795044
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,51,3.95124363899231,5.67242527008057,5.70043992996216
1,563,6.33505439758301,9.13699150085449,9.13955116271973
1,40,3.71357202529907,5.32192802429199,5.35755205154419
1,73,4.30406522750854,6.18982458114624,6.20945358276367
1,64,4.17438745498657,6,6.02236795425415
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,1154,7.05185556411743,10.1724271774292,10.173677444458
1,4416,8.39321613311768,12.1085243225098,12.1088514328003
1,4,1.60943794250488,2,2.32192802429199
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,49,3.91202306747437,5.61470985412598,5.64385604858398
1,171,5.14749431610107,7.4178524017334,7.42626476287842
1,5055,8.52833080291748,12.3034954071045,12.3037805557251
1,5539,8.61975002288818,12.4354095458984,12.4356698989868
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,22,3.13549423217773,4.45943164825439,4.52356195449829
1,20,3.04452252388,4.32192802429199,4.39231729507446
1,934,6.84054660797119,9.86727905273438,9.86882209777832
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,877,6.77764654159546,9.77643299102783,9.77807712554932
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,1,0.6931471824646,0,1
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,2095,7.6477861404419,11.0327348709106,11.0334234237671
1,441,6.09131002426147,8.78463459014893,8.78790283203125
1,145,4.98360681533813,7.17990922927856,7.18982458114624
1,196,5.28320360183716,7.61470985412598,7.62205171585083
1,0,0,NA,0
1,0,0,NA,0
1,2008,7.60539245605469,10.9715433120728,10.972261428833
1,133,4.89784002304077,7.05528259277344,7.0660891532898
1,891,6.79346609115601,9.79928207397461,9.80089950561523
1,144,4.9767336845398,7.16992521286011,7.17990922927856
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,24,3.21887588500977,4.58496236801147,4.64385604858398
1,0,0,NA,0
1,996,6.90475082397461,9.9600019454956,9.96144962310791
1,1142,7.04141187667847,10.1573467254639,10.1586093902588
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,1082,6.98749017715454,10.0794849395752,10.0808172225952
1,7,2.0794415473938,2.80735492706299,3
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,1332,7.19518709182739,10.3793783187866,10.3804607391357
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,1062,6.96885061264038,10.0525684356689,10.0539255142212
1,532,6.27852153778076,9.05528259277344,9.05799198150635
1,690,6.53813982009888,9.43045234680176,9.432541847229
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,332,5.80814266204834,8.37503910064697,8.37937831878662
1,0,0,NA,0
1,15,2.7725887298584,3.90689063072205,4
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
1,0,0,NA,0
0,74,4.31748819351196,6.20945358276367,6.22881889343262
0,490,6.19644403457642,8.93663787841797,8.93957901000977
0,1866,7.53208827972412,10.8657331466675,10.8665065765381
0,287,5.66296052932739,8.16490650177002,8.16992473602295
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,195,5.27811479568481,7.60733032226562,7.61470985412598
0,19,2.99573230743408,4.24792766571045,4.32192802429199
0,345,5.84643888473511,8.43045234680176,8.4346284866333
0,0,0,NA,0
0,1,0.6931471824646,0,1
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,312,5.74620342254639,8.28540229797363,8.29001903533936
0,637,6.45833826065063,9.31514930725098,9.31741237640381
0,0,0,NA,0
0,0,0,NA,0
0,34,3.55534815788269,5.08746290206909,5.12928295135498
0,11,2.4849066734314,3.45943164825439,3.58496260643005
0,12,2.56494927406311,3.58496260643005,3.70043969154358
0,153,5.03695249557495,7.25738763809204,7.26678657531738
0,616,6.42486906051636,9.26678657531738,9.26912689208984
0,0,0,NA,0
0,0,0,NA,0
0,806,6.69332361221313,9.65463638305664,9.6564245223999
0,0,0,NA,0
0,36,3.61091780662537,5.16992521286011,5.20945358276367
0,13,2.63905739784241,3.70043969154358,3.80735492706299
0,7,2.0794415473938,2.80735492706299,3
0,0,0,NA,0
0,0,0,NA,0
0,2,1.0986123085022,1,1.58496248722076
0,15,2.7725887298584,3.90689063072205,4
0,0,0,NA,0
0,5,1.7917594909668,2.32192802429199,2.58496260643005
0,686,6.53233432769775,9.42206478118896,9.42416667938232
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,29,3.40119743347168,4.85798120498657,4.90689039230347
0,0,0,NA,0
0,0,0,NA,0
0,239,5.48063898086548,7.90086698532104,7.90689039230347
0,0,0,NA,0
0,0,0,NA,0
0,346,5.84932470321655,8.4346284866333,8.43879222869873
0,28,3.36729574203491,4.80735492706299,4.85798120498657
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,390,5.96870756149292,8.60733032226562,8.61102485656738
0,91,4.52178859710693,6.50779485702515,6.52356195449829
0,0,0,NA,0
0,6,1.94591009616852,2.58496260643005,2.80735492706299
0,0,0,NA,0
0,576,6.35784244537354,9.16992473602295,9.1724271774292
0,2646,7.8811821937561,11.3695974349976,11.3701429367065
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,5,1.7917594909668,2.32192802429199,2.58496260643005
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,177,5.18178367614746,7.46760559082031,7.47573328018188
0,0,0,NA,0
0,120,4.79579067230225,6.90689039230347,6.91886329650879
0,0,0,NA,0
0,1651,7.40974187850952,10.6891241073608,10.6899976730347
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,226,5.42495012283325,7.8201789855957,7.82654857635498
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,708,6.56385564804077,9.46760559082031,9.46964168548584
0,2250,7.71913003921509,11.1357097625732,11.1363506317139
0,23,3.178053855896,4.52356195449829,4.58496236801147
0,0,0,NA,0
0,77,4.35670900344849,6.26678657531738,6.28540229797363
0,0,0,NA,0
0,0,0,NA,0
0,11,2.4849066734314,3.45943164825439,3.58496260643005
0,0,0,NA,0
0,0,0,NA,0
0,3,1.3862943649292,1.58496248722076,2
0,0,0,NA,0
0,0,0,NA,0
0,0,0,NA,0
0,24,3.21887588500977,4.58496236801147,4.64385604858398
0,0,0,NA,0
0,0,0,NA,0
0,3056,8.02518939971924,11.577428817749,11.5779008865356
0,2905,7.97453308105469,11.504322052002,11.5048189163208
0,0,0,NA,0
0,0,0,NA,0
0,121,4.80402088165283,6.91886329650879,6.93073749542236
0,1018,6.92657709121704,9.99152183532715,9.99293804168701
0,379,5.94017124176025,8.56605434417725,8.56985569000244
0,218,5.38907194137573,7.76818418502808,7.77478694915771
